1.3197031021118164,8.4375
2.555954694747925,8.5
3.706003427505493,8.5
4.839843511581421,8.4375
5.974981784820557,8.5
7.109271764755249,8.4375
8.237462759017944,8.5
9.363863468170166,8.4375
10.499435663223267,8.5
11.62589406967163,8.4375
12.749255180358887,8.4375
13.877245664596558,8.5
15.00743055343628,8.4375
16.131967306137085,8.4375
17.262346267700195,8.4375
18.385940313339233,8.4375
19.508787393569946,8.4375
20.63176393508911,8.4375
21.757360219955444,8.4375
22.895921230316162,8.375
24.02413535118103,8.4375
25.159483671188354,8.4375
26.295562267303467,8.4375
27.426008462905884,8.375
28.562734127044678,8.375
29.685957431793213,8.375
30.813880920410156,8.375
31.939682245254517,8.375
33.06746435165405,8.375
34.19090032577515,8.375
35.31748676300049,8.375
36.44389295578003,8.375
37.57896423339844,8.375
38.717414140701294,8.4375
39.8541738986969,8.375
40.989816665649414,8.375
42.12748312950134,8.375
43.26610612869263,8.375
44.403085470199585,8.375
45.52946949005127,8.375
46.655558586120605,8.375
47.77923798561096,8.375
48.90457010269165,8.375
50.02746820449829,8.4375
51.15390086174011,8.375
52.27983021736145,8.375
53.40377855300903,8.375
54.53574180603027,8.4375
55.67394757270813,8.375
56.8095383644104,8.375
57.935930013656616,8.375
59.0582811832428,8.375
60.19374465942383,8.3125
61.330891847610474,8.375
62.454877853393555,8.3125
63.59080219268799,8.375
64.71741986274719,8.3125
65.8539559841156,8.3125
66.99037027359009,8.3125
68.11393690109253,8.3125
69.23589777946472,8.3125
70.36046123504639,8.3125
71.49741864204407,8.3125
72.62393522262573,8.375
73.75196409225464,8.375
74.88825798034668,8.3125
76.02460765838623,8.375
77.14753913879395,8.3125
78.2719419002533,8.3125
79.4071216583252,8.3125
80.53379988670349,8.375
81.66111755371094,8.3125
82.7959246635437,8.375
83.92186903953552,8.3125
85.04344868659973,8.375
86.16983938217163,8.3125
87.30741477012634,8.3125
88.44193124771118,8.375
89.57550644874573,8.3125
90.70728874206543,8.375
91.8329291343689,8.375
92.96582436561584,8.3125
94.08981561660767,8.375
